Date,Location,Temperature,Rainfall,Humidity,Water_source_quality,Sanitation_facilities,Population_density,Access_to_healthcare,Previous_outbreak_history,Reported_cases
2024-11-29,East Taylor,33.6,3.8,73.7,Unsafe,Improved,2838,21.8,2,7
2024-01-08,Sherrichester,33.9,6.7,63.6,Unsafe,Improved,4699,16.8,4,8
2024-01-31,North Tonyastad,23.5,61.8,58.0,Safe,Unimproved,2897,7.8,3,9
2025-03-23,East Amychester,26.1,50.3,54.0,Unsafe,Unimproved,1742,12.4,3,10
2024-10-27,Jameston,19.1,10.3,43.8,Unsafe,Improved,7565,18.1,2,5
2024-05-21,South Carrie,21.4,2.1,73.6,Unsafe,Unimproved,9027,22.6,2,13
2024-05-14,Juliemouth,31.5,2.9,65.8,Unsafe,Unimproved,4634,28.4,2,12
2024-04-12,Charleshaven,28.1,21.8,50.9,Unsafe,Unimproved,781,22.6,1,7
2024-10-20,North Katrina,22.1,21.4,48.7,Safe,Improved,925,11.8,1,2
2024-12-03,North Alejandro,30.2,33.4,42.8,Safe,Unimproved,8989,0.7,2,10
2024-06-24,Stephanieland,22.1,13.2,69.5,Unsafe,Improved,3178,3.6,3,9
2024-12-31,North Elizabethhaven,29.5,46.0,84.5,Unsafe,Improved,6235,12.7,1,3
2024-10-20,Kristopherport,27.2,1.3,43.1,Safe,Improved,2497,7.8,2,0
2024-04-28,Donaldhaven,33.7,69.2,65.8,Unsafe,Improved,671,10.8,0,12
2024-04-10,Lawrenceberg,37.9,21.3,62.1,Safe,Improved,522,9.2,4,5
2023-06-25,North Colleenview,28.4,39.7,43.1,Safe,Unimproved,1114,26.5,0,2
2025-02-11,Masonstad,30.8,0.7,58.4,Safe,Improved,8075,29.3,2,2
2024-08-29,Smithton,29.4,6.4,83.2,Unsafe,Improved,9900,12.2,4,7
2025-01-14,West Nicholasstad,20.9,0.7,57.0,Unsafe,Improved,2257,25.0,0,3
2023-12-13,Camachoville,29.7,19.9,87.5,Unsafe,Improved,465,8.9,0,3
2024-05-12,Lake Amandaburgh,35.0,42.1,66.2,Unsafe,Improved,2526,14.1,1,8
2023-07-31,Kingfort,26.4,30.5,43.0,Safe,Improved,1398,16.7,2,0
2025-01-18,Lake Angelica,29.4,1.3,68.7,Unsafe,Unimproved,2512,26.5,4,11
2024-01-09,Mcguirefort,25.7,14.1,63.2,Unsafe,Improved,8387,28.0,3,6
2024-08-13,North Jenniferview,32.6,8.7,68.1,Unsafe,Unimproved,6294,7.5,2,11
2024-12-31,Arnoldland,27.2,23.1,51.6,Safe,Improved,4797,5.0,1,1
2024-03-09,Jenniferfurt,35.2,5.1,75.0,Safe,Unimproved,9007,22.0,4,12
2024-05-05,East Bruce,19.2,64.8,48.3,Unsafe,Improved,6671,4.1,4,17
2023-06-14,West Rebeccaberg,27.8,5.9,87.8,Safe,Unimproved,987,19.5,1,1
2024-04-18,East Brian,29.1,3.2,54.2,Safe,Unimproved,3278,28.7,3,3
2024-10-16,Port David,23.5,1.7,45.8,Safe,Improved,609,5.7,1,2
2023-08-31,Stricklandside,26.5,27.3,56.9,Safe,Improved,8141,4.7,3,1
2025-03-13,Wilsontown,28.2,5.9,54.6,Unsafe,Unimproved,6549,28.5,0,5
2024-06-10,Lynnhaven,26.6,7.7,44.6,Unsafe,Improved,7800,22.1,2,8
2024-04-08,Staceyborough,25.4,126.9,51.6,Unsafe,Unimproved,2854,3.6,2,18
2024-09-12,Estradaside,27.0,4.4,69.4,Safe,Unimproved,6288,10.0,4,7
2024-11-25,South Andrew,25.8,45.3,62.2,Unsafe,Unimproved,2760,15.4,1,10
2023-12-20,Lake Edwinmouth,32.0,4.4,83.2,Unsafe,Improved,6404,5.5,4,8
2024-05-08,Port Christopher,31.3,20.2,87.6,Unsafe,Improved,162,19.9,1,6
2024-10-19,Yeseniahaven,34.4,7.7,61.3,Unsafe,Unimproved,9242,8.5,0,9
2023-08-01,Bauershire,18.2,7.0,65.1,Unsafe,Improved,9090,25.1,3,8
2024-08-07,North Mistyview,35.0,4.0,47.7,Safe,Unimproved,9497,29.6,4,14
2025-03-06,Knightburgh,23.2,27.0,81.4,Unsafe,Unimproved,3088,16.4,1,7
2024-11-14,North Ginashire,28.7,31.1,77.0,Safe,Unimproved,470,23.6,1,1
2023-08-31,North Curtis,25.4,17.0,42.6,Unsafe,Improved,1492,20.1,3,5
2024-04-11,Leblancburgh,26.5,39.9,56.1,Unsafe,Improved,7012,5.7,4,7
2024-07-24,Barkerton,27.5,28.3,75.3,Unsafe,Unimproved,9921,24.2,2,6
2023-08-12,Weeksburgh,23.1,22.7,79.7,Unsafe,Improved,7485,11.8,2,7
2024-04-06,South William,23.0,14.1,74.7,Safe,Improved,5854,29.9,2,3
2024-03-23,Simpsonbury,36.2,1.5,80.1,Safe,Improved,9864,7.2,0,3
2024-06-18,West Grantview,35.1,2.0,47.8,Safe,Unimproved,2648,3.8,1,2
2024-09-02,East Larry,34.2,38.8,45.6,Unsafe,Improved,2823,17.0,4,5
2024-09-14,Raystad,28.7,4.6,65.6,Safe,Improved,7712,0.8,4,5
2024-07-13,Fernandezborough,31.9,1.5,73.3,Safe,Improved,5360,8.5,4,8
2024-09-16,South Tammyville,28.5,35.4,65.7,Safe,Improved,1534,3.7,0,0
2024-05-23,West Yvonneborough,21.8,16.0,72.2,Safe,Improved,7359,8.5,1,0
2023-08-20,Watersstad,36.8,74.1,59.1,Unsafe,Improved,8985,12.4,2,10
2025-03-07,North Christopherside,33.1,6.4,42.7,Safe,Unimproved,5590,8.2,0,7
2024-02-21,Dylanland,31.9,2.6,69.5,Safe,Unimproved,9737,17.8,3,4
2025-04-24,East Wendyview,26.1,16.6,79.3,Unsafe,Improved,9065,16.7,4,8
2024-09-02,Saundersville,18.6,15.6,66.5,Safe,Unimproved,6854,15.6,4,6
2023-06-19,Reginafurt,35.5,44.6,59.0,Safe,Improved,5049,2.5,1,2
2024-01-06,Ruizport,34.3,22.6,50.8,Unsafe,Improved,8452,26.0,1,10
2024-03-19,Alexandershire,29.8,11.4,50.7,Unsafe,Improved,5601,19.0,1,8
2024-11-25,Schwartzton,21.4,5.5,48.2,Unsafe,Improved,5719,7.0,4,6
2025-01-10,East Cynthiaton,25.4,44.1,78.9,Unsafe,Unimproved,9576,20.6,2,7
2024-06-02,East Sydneyport,32.8,17.7,46.0,Safe,Unimproved,4478,28.1,0,8
2023-09-28,West Dominiquetown,36.0,5.4,74.8,Safe,Unimproved,1221,0.9,1,5
2024-07-24,West Rebekah,21.4,5.7,60.9,Unsafe,Unimproved,1865,10.7,3,9
2023-12-24,New Nathanielborough,25.7,9.5,40.7,Unsafe,Improved,9798,16.2,0,8
2024-06-23,Walterberg,34.9,43.3,73.4,Safe,Unimproved,7443,18.8,1,10
2024-04-14,Kimberg,27.2,4.0,42.1,Safe,Improved,8560,23.0,4,4
2023-07-17,Crossfort,20.6,32.3,67.1,Safe,Improved,2047,13.9,3,5
2025-01-19,Tashaland,31.2,48.5,74.6,Safe,Unimproved,5496,21.7,2,2
2023-08-25,New Toddshire,31.3,9.6,68.5,Unsafe,Unimproved,3572,21.4,2,13
2025-01-25,Lake Kristie,34.2,2.5,64.0,Unsafe,Unimproved,9855,14.5,3,21
2025-01-04,Ronnietown,22.2,19.9,80.6,Safe,Improved,4672,11.0,3,2
2024-01-21,Jesustown,29.8,0.2,89.6,Safe,Improved,6185,6.5,2,2
2024-03-14,Lake Jasontown,41.9,5.1,86.2,Safe,Improved,6263,20.2,2,6
2023-12-24,Humphreyfurt,22.5,58.1,82.3,Unsafe,Unimproved,5676,21.2,3,11
2024-01-29,Johnsonshire,28.0,35.4,71.2,Safe,Unimproved,7295,8.3,1,2
2024-03-14,West Robert,27.5,85.2,78.3,Safe,Unimproved,9413,15.0,4,7
2024-01-26,Ericbury,25.7,18.3,65.4,Safe,Improved,355,29.2,0,0
2024-03-10,Millerstad,18.9,2.3,59.5,Unsafe,Improved,5265,11.7,3,8
2024-04-07,Kevinmouth,26.3,5.2,59.0,Unsafe,Unimproved,8399,12.4,3,5
2024-08-05,Emilyview,26.9,81.8,81.1,Safe,Unimproved,2002,23.5,2,7
2024-07-11,Kevinmouth,28.7,4.0,50.2,Safe,Unimproved,4145,19.1,2,15
2025-03-25,Thompsonshire,23.3,3.3,48.6,Safe,Unimproved,688,7.1,4,9
2023-12-28,Petersburgh,27.9,22.9,44.5,Unsafe,Unimproved,8479,14.3,2,14
2023-10-11,New Jamesmouth,17.6,30.5,65.3,Unsafe,Improved,5160,27.8,1,7
2025-01-10,Nelsonton,30.6,66.2,51.1,Safe,Improved,6788,1.0,1,10
2023-10-03,Millerside,28.2,30.1,60.9,Safe,Improved,4400,23.3,1,2
2023-06-28,Port Michael,33.3,44.7,53.7,Unsafe,Improved,7608,12.9,4,7
2024-10-05,Danielshire,26.8,2.0,75.5,Unsafe,Unimproved,1643,26.2,0,9
2023-07-21,Timothyburgh,27.0,1.4,56.4,Safe,Improved,9083,19.0,3,3
2023-08-13,New Cassandra,23.8,39.1,64.9,Unsafe,Unimproved,5291,19.1,1,7
2023-07-27,Wileymouth,21.7,44.6,47.8,Safe,Improved,6780,29.5,4,6
2025-04-30,New Tristanmouth,28.1,2.1,84.8,Unsafe,Improved,6843,15.6,3,12
2024-01-03,Richardshire,27.2,14.3,85.1,Unsafe,Improved,1128,17.5,0,6
2023-11-26,Davisstad,27.2,18.7,69.3,Unsafe,Unimproved,6094,27.3,0,11
2024-04-04,Fergusonchester,31.5,12.5,42.7,Safe,Unimproved,9541,14.4,0,11
2025-01-14,Lake Donnaburgh,32.0,7.1,54.3,Unsafe,Unimproved,3137,19.7,0,10
2024-02-05,Mackfurt,25.6,42.1,64.8,Safe,Unimproved,3838,23.8,4,5
2025-04-26,Lake Kathryn,34.3,19.1,46.9,Safe,Improved,4251,11.4,3,6
2025-02-28,West Gabrielatown,18.8,19.5,56.7,Unsafe,Improved,9156,3.6,4,9
2023-08-26,Burnettburgh,29.4,1.3,78.9,Safe,Unimproved,5447,27.9,4,13
2024-04-16,Port Jason,28.6,3.0,75.3,Safe,Improved,4730,17.2,0,0
2023-06-18,Yolandashire,30.3,1.3,75.9,Safe,Unimproved,1567,11.3,2,2
2023-10-17,North Amberside,27.8,7.6,76.0,Unsafe,Unimproved,7335,4.3,2,3
2024-08-07,New James,32.9,3.2,60.3,Unsafe,Improved,3982,23.8,4,12
2024-03-25,Port Frank,26.5,14.7,68.4,Unsafe,Improved,773,14.0,0,3
2024-11-30,Cookville,29.1,8.3,79.2,Unsafe,Unimproved,3896,11.3,2,9
2023-12-20,East Susanland,34.1,1.2,81.4,Unsafe,Unimproved,175,1.1,1,9
2024-08-01,New Kaitlynmouth,25.4,7.5,41.1,Unsafe,Improved,4719,14.3,4,9
2024-09-19,West Teresa,30.8,13.9,85.3,Safe,Improved,2771,15.2,0,3
2023-09-11,Bradleytown,37.3,2.4,86.9,Unsafe,Unimproved,9378,24.1,2,10
2025-01-12,South Wendyburgh,29.9,13.1,41.4,Safe,Improved,1110,17.2,2,5
2024-11-01,Nunezmouth,32.3,54.5,45.2,Unsafe,Improved,6276,4.4,0,7
2024-10-14,Shortville,26.8,11.5,87.8,Safe,Improved,5894,28.8,1,0
2025-04-24,Amandahaven,28.9,33.1,74.4,Unsafe,Improved,2551,3.7,4,8
2023-11-18,West Sara,24.4,45.0,40.1,Safe,Improved,748,5.6,1,0
2024-05-21,West Christybury,23.9,24.5,76.0,Unsafe,Unimproved,8711,13.8,2,8
2023-08-31,Victorbury,19.2,24.6,51.7,Unsafe,Unimproved,5139,18.7,1,10
2023-10-13,Martinezchester,21.6,18.6,69.4,Unsafe,Unimproved,6822,3.6,2,8
2024-04-03,North Laurafurt,37.4,0.1,58.3,Unsafe,Improved,8012,29.8,4,7
2023-11-06,Jessicaville,31.3,37.6,52.5,Unsafe,Improved,9673,26.6,4,7
2023-10-24,Schultzmouth,31.2,34.9,53.8,Safe,Improved,5562,28.5,2,3
2024-02-09,West Jasonstad,29.2,18.9,73.3,Unsafe,Unimproved,4449,17.2,2,9
2024-12-17,New Jennifershire,28.9,41.1,51.8,Unsafe,Unimproved,1949,14.7,4,10
2024-03-13,South Davidmouth,21.1,6.3,85.6,Unsafe,Improved,2960,5.8,1,4
2024-04-17,Christinashire,32.4,14.9,73.9,Unsafe,Unimproved,4240,23.0,2,11
2024-02-05,New Levi,31.7,38.9,73.6,Safe,Improved,4650,4.9,4,6
2023-08-03,Port Lisa,32.8,60.7,64.9,Safe,Unimproved,1687,27.4,4,14
2024-01-29,West Melindafort,27.2,74.9,65.6,Safe,Unimproved,8399,20.5,4,8
2023-09-25,Tonyaton,22.3,12.7,43.7,Safe,Improved,7236,17.4,2,3
2024-12-05,East Christopher,25.5,22.2,67.8,Safe,Unimproved,1347,25.1,4,5
2025-04-26,Lifurt,26.9,63.4,79.1,Unsafe,Unimproved,5982,12.6,3,15
2023-07-24,New Spencerchester,30.6,35.7,54.9,Unsafe,Unimproved,4357,11.6,0,8
2024-04-05,Hubbardton,24.8,8.9,50.8,Safe,Improved,9604,17.4,2,2
2023-11-01,Curtiston,26.2,46.3,64.1,Unsafe,Improved,4922,24.8,4,7
2024-08-26,Lake Ashleybury,30.0,6.2,85.2,Unsafe,Improved,6470,2.2,3,12
2023-07-26,Port Jessica,35.9,1.8,64.4,Unsafe,Improved,2408,14.1,4,11
2024-12-17,North Shelley,24.0,19.1,75.1,Unsafe,Improved,3929,11.3,1,9
2024-01-29,West Margaret,26.7,11.7,64.1,Unsafe,Unimproved,2404,18.9,4,14
2024-01-08,New Christina,21.7,115.9,80.0,Safe,Improved,5727,26.2,3,7
2023-09-01,Johnsontown,35.4,4.9,82.6,Safe,Unimproved,873,26.5,0,5
2025-03-17,Cordovabury,23.7,13.9,76.9,Safe,Improved,9654,23.9,2,1
2023-06-23,Campbellstad,32.4,7.1,41.8,Safe,Improved,157,21.1,2,8
2023-09-09,Lake Yvonne,24.1,9.9,72.6,Safe,Improved,328,5.8,0,0
2024-04-17,Travisfurt,33.4,60.8,78.1,Unsafe,Improved,1510,10.0,1,11
2024-02-13,West Jacob,25.0,1.8,47.9,Safe,Unimproved,8660,14.2,0,3
2023-09-26,Christophershire,23.4,23.4,76.4,Unsafe,Unimproved,1457,27.3,4,11
2024-09-23,Josechester,21.0,4.6,57.0,Unsafe,Improved,2003,3.1,3,5
2025-01-08,Murphytown,37.8,16.7,79.0,Unsafe,Unimproved,1581,14.0,3,7
2023-11-24,North Rebeccaland,27.1,15.3,72.6,Safe,Unimproved,3812,19.5,3,7
2024-06-06,Lake Robertville,22.0,12.8,74.8,Unsafe,Unimproved,1226,28.9,0,9
2024-02-14,Nathanburgh,21.6,8.4,81.0,Safe,Unimproved,7127,20.2,0,1
2024-07-16,Reedville,26.3,14.5,89.5,Unsafe,Unimproved,7887,8.2,4,9
2023-09-03,Patrickchester,28.6,36.1,64.0,Safe,Improved,2094,28.8,3,4
2024-02-13,Brownmouth,33.1,0.6,70.5,Safe,Unimproved,4358,27.0,1,8
2023-10-30,New Rhonda,20.5,0.2,74.1,Unsafe,Unimproved,2715,14.3,3,11
2024-07-05,New Jessicamouth,30.2,21.5,61.6,Safe,Improved,3501,7.3,1,3
2025-01-07,Stevenmouth,29.0,50.5,81.6,Safe,Improved,7328,17.1,0,1
2024-01-19,South George,32.7,27.1,65.6,Unsafe,Unimproved,6689,7.3,4,16
2025-04-07,Laurenside,24.1,21.4,40.3,Unsafe,Improved,7222,8.1,4,9
2024-03-21,South Alexander,24.3,19.9,63.7,Safe,Improved,952,22.7,1,3
2023-06-19,Pamelafort,21.7,31.8,85.3,Unsafe,Unimproved,641,20.4,3,8
2024-06-12,South Christineport,14.4,13.3,83.7,Unsafe,Unimproved,4044,23.8,4,16
2023-10-29,Port Andrew,23.3,13.1,78.9,Unsafe,Unimproved,2713,15.9,3,10
2024-09-20,Elizabethbury,29.6,5.0,79.4,Unsafe,Unimproved,2274,5.9,3,23
2024-12-03,West Nathan,22.2,11.8,41.2,Safe,Unimproved,853,27.5,0,5
2024-10-18,Martinview,37.3,11.2,79.1,Unsafe,Improved,8440,26.9,4,7
2023-08-17,South Michaelside,22.5,36.4,63.2,Unsafe,Improved,5132,25.9,1,3
2023-10-19,Port Edward,25.9,24.7,41.3,Unsafe,Unimproved,4843,19.2,1,6
2024-09-04,West Ronaldfurt,28.8,10.6,89.1,Unsafe,Unimproved,2159,5.5,4,9
2023-11-12,East Janet,29.7,15.1,61.6,Unsafe,Unimproved,902,15.5,2,8
2024-09-09,South Robert,34.2,45.9,74.7,Safe,Unimproved,6003,29.5,1,5
2023-11-19,Lake Robert,28.3,11.9,83.0,Unsafe,Improved,5006,29.0,2,6
2024-05-15,Johnsonmouth,32.7,10.8,65.4,Unsafe,Unimproved,5563,17.0,2,12
2024-04-09,South Charles,27.6,14.8,57.7,Unsafe,Improved,8378,14.5,1,3
2024-06-09,Richardsonshire,30.7,28.5,65.6,Safe,Unimproved,6959,4.7,4,12
2023-07-09,Andersonhaven,26.5,8.0,77.7,Unsafe,Improved,5931,25.4,1,5
2023-06-18,Port Barry,31.7,15.4,67.8,Unsafe,Improved,913,28.9,4,12
2024-05-28,Melissastad,28.2,23.2,63.9,Unsafe,Improved,8284,19.2,4,8
2024-07-17,Hillstad,22.0,1.9,88.7,Safe,Unimproved,9961,12.0,2,3
2023-10-16,Diazview,23.3,25.1,65.1,Safe,Unimproved,7439,1.1,2,7
2023-06-16,South Lorishire,22.8,30.7,47.7,Unsafe,Unimproved,6177,13.9,3,10
2023-11-15,Lake Traciechester,22.7,18.4,75.1,Safe,Unimproved,7628,18.4,2,7
2025-03-31,Port Ianland,31.1,27.4,86.1,Safe,Unimproved,313,11.4,0,8
2023-07-19,South Kyle,30.9,0.4,59.4,Unsafe,Improved,3470,13.3,2,7
2023-09-10,West Taylor,26.0,5.7,47.1,Safe,Unimproved,9329,29.2,4,9
2024-11-26,Sarabury,20.0,2.2,61.6,Safe,Unimproved,6367,8.6,3,5
2024-10-17,West Scottburgh,25.0,2.3,86.7,Unsafe,Improved,3635,6.6,4,6
2023-10-02,East Jasmine,22.0,12.2,72.4,Unsafe,Unimproved,9142,12.5,3,12
2024-05-05,Port Alexis,35.0,3.7,59.7,Safe,Unimproved,6766,9.5,1,8
2023-07-07,Lake Johnnyland,33.1,17.5,59.1,Safe,Unimproved,6295,4.6,2,4
2023-07-17,North Amandahaven,25.9,1.7,48.1,Safe,Improved,9184,19.4,1,1
2025-02-27,Schaeferton,19.1,8.6,72.5,Safe,Improved,8308,27.8,2,2
2025-04-19,Briggsbury,30.5,3.1,76.3,Safe,Unimproved,8343,18.0,4,8
2024-05-12,North Jeffrey,28.7,15.1,51.7,Safe,Improved,5910,28.8,1,1
2023-07-27,Judithberg,26.7,13.2,43.9,Safe,Unimproved,1040,23.6,2,7
2024-08-14,North Justinview,24.0,2.2,51.1,Safe,Unimproved,4532,3.0,0,4
2023-11-05,South Philipburgh,33.3,48.5,46.7,Unsafe,Unimproved,9698,12.0,3,19
2024-03-09,Port Matthew,34.0,2.8,47.9,Safe,Improved,4812,25.8,0,2
2024-06-24,Masonbury,25.4,18.1,60.1,Unsafe,Improved,8120,29.0,3,8
2023-10-03,Jeffreyhaven,15.7,11.1,63.6,Unsafe,Unimproved,3874,11.3,0,9
2023-07-13,Port Kevinville,35.3,7.8,82.0,Unsafe,Improved,1296,19.2,1,4
2024-06-10,South Michael,34.8,10.0,57.3,Unsafe,Unimproved,1571,19.0,3,14
2024-02-20,Paulview,38.9,6.6,64.4,Unsafe,Unimproved,2084,10.7,4,16
2023-08-25,New Veronicamouth,18.4,26.6,53.3,Unsafe,Unimproved,4395,8.6,1,5
2025-02-10,North Amy,18.8,12.4,53.7,Unsafe,Unimproved,320,21.5,3,8
2025-01-07,West Caitlin,27.8,2.7,63.8,Unsafe,Improved,6848,6.2,1,7
2024-07-19,Perezstad,33.0,3.1,65.1,Safe,Improved,4890,5.5,1,0
2024-10-20,Latoyashire,28.2,6.2,81.9,Safe,Unimproved,8581,14.2,2,5
2023-11-10,Henryview,37.2,22.5,75.9,Unsafe,Improved,4229,24.0,2,9
2023-06-15,New Jayport,25.6,9.3,59.1,Unsafe,Improved,8447,20.1,4,12
2024-01-31,West Ericport,30.3,6.4,54.7,Safe,Unimproved,1193,13.3,3,2
2024-01-25,New Latashamouth,37.2,0.8,65.9,Safe,Unimproved,9632,14.4,3,10
2023-08-12,West Corey,30.7,7.5,67.2,Safe,Improved,1711,24.6,3,7
2023-11-29,North Ryanville,22.2,19.0,89.1,Safe,Unimproved,9494,6.7,2,4
2025-05-08,South Jennaville,25.0,13.2,64.2,Safe,Unimproved,2519,5.2,3,4
2023-05-30,Christineland,27.7,54.4,74.0,Unsafe,Unimproved,2177,21.1,4,17
2024-06-30,Harmonville,35.7,57.4,72.8,Safe,Improved,4088,24.8,2,10
2025-01-13,Lake Kaylachester,34.5,24.2,66.2,Unsafe,Unimproved,3036,1.8,3,14
2023-11-24,East Micheleburgh,32.2,23.8,77.5,Unsafe,Improved,1418,21.0,3,4
2023-06-13,East Maryshire,27.0,17.1,69.1,Safe,Unimproved,5368,1.3,1,3
2024-09-18,Port Rhonda,19.7,1.4,44.5,Unsafe,Unimproved,9098,4.5,0,7
2024-04-06,Rebeccafurt,30.1,17.9,82.7,Safe,Unimproved,1738,8.2,1,7
2023-07-20,Rodriguezport,33.1,24.1,59.8,Safe,Improved,4758,2.5,0,1
2024-06-14,North Jessica,22.6,1.1,53.8,Unsafe,Unimproved,3936,9.3,2,6
2025-03-25,Floresland,20.0,10.2,77.2,Unsafe,Unimproved,7839,9.4,3,7
2024-10-13,Gabrielleville,28.9,45.1,75.9,Unsafe,Improved,3554,3.5,3,7
2023-07-02,Smithview,28.4,10.9,53.6,Safe,Improved,7644,2.1,4,7
2024-10-09,New Sarah,32.3,55.6,51.2,Safe,Unimproved,9201,21.6,3,11
2023-11-19,West David,29.5,3.5,50.5,Unsafe,Improved,3018,25.9,3,6
2023-11-09,Port Joshuaberg,22.1,20.5,81.0,Unsafe,Unimproved,6468,7.5,0,15
2024-03-12,New Kevinfurt,35.3,11.2,54.1,Safe,Unimproved,4345,10.6,4,6
2024-08-28,Port Tanyaville,26.5,9.8,44.8,Unsafe,Improved,1132,6.1,2,4
2024-07-09,South Kristin,29.9,30.7,45.5,Unsafe,Unimproved,650,5.4,1,9
2023-09-12,New Lisaberg,22.3,5.5,73.3,Unsafe,Improved,1098,8.8,1,4
2024-06-10,Richardside,26.6,29.6,50.4,Unsafe,Unimproved,493,2.6,1,13
2024-01-27,New Laurachester,32.4,31.9,74.7,Safe,Unimproved,7099,22.5,0,6
2024-11-26,West Danielstad,29.2,11.0,48.4,Safe,Improved,4146,20.4,0,0
2024-03-26,Jessicamouth,30.4,0.2,81.7,Safe,Unimproved,4346,13.4,4,8
2024-04-04,Jenkinsmouth,35.0,11.2,65.3,Safe,Improved,434,12.7,2,3
2024-04-15,Brownfurt,26.3,29.4,50.4,Unsafe,Unimproved,896,27.2,4,14
2023-09-26,Port Jeffreyshire,30.7,4.7,80.7,Safe,Improved,6414,17.1,3,8
2023-12-11,Davidburgh,22.0,3.7,80.6,Unsafe,Unimproved,302,15.8,1,6
2025-01-24,Port Patrickfurt,27.4,4.9,79.6,Unsafe,Unimproved,6874,15.6,0,6
2023-11-25,East Michaelberg,23.3,12.9,72.2,Unsafe,Improved,1444,3.1,4,8
2024-10-29,East Josephport,19.9,13.2,75.5,Unsafe,Unimproved,5452,16.6,1,10
2023-12-01,West Erica,29.9,3.7,57.9,Unsafe,Improved,2621,0.6,2,2
2023-11-25,Brightton,24.4,4.6,50.8,Unsafe,Unimproved,8462,1.4,3,5
2023-09-12,Rayfurt,33.8,75.7,71.2,Safe,Unimproved,5098,24.1,4,9
2023-09-13,New Kevin,31.5,12.6,66.8,Unsafe,Improved,1709,14.5,4,5
2024-09-15,Anthonyville,33.1,49.6,81.3,Unsafe,Improved,5415,30.0,2,9
2024-10-20,Alvarezside,28.6,13.7,57.7,Unsafe,Improved,8231,14.0,0,3
2024-02-03,West Michaeltown,29.1,5.1,65.5,Unsafe,Improved,8778,4.9,4,7
2024-09-30,East Kimberly,30.7,27.6,78.0,Unsafe,Improved,8111,11.1,4,7
2025-02-11,Port Hannahfurt,27.7,14.0,87.9,Unsafe,Unimproved,7995,11.9,1,10
2024-01-07,Heathermouth,31.2,5.3,45.8,Unsafe,Unimproved,6228,18.4,4,15
2024-09-05,New Jenniferburgh,20.9,4.2,48.9,Safe,Unimproved,3950,8.2,2,4
2025-02-18,Port Jessica,26.9,5.7,62.9,Unsafe,Unimproved,5131,11.1,3,9
2024-02-19,Katherineview,21.2,6.4,76.6,Unsafe,Unimproved,6142,24.0,0,9
2023-07-25,Robertstown,29.0,8.0,69.6,Unsafe,Unimproved,7571,12.9,3,21
2024-09-02,Lake Amanda,26.7,0.5,75.6,Safe,Improved,9092,15.8,4,4
2024-02-10,East Cherylport,28.9,35.3,41.5,Safe,Unimproved,4264,19.9,1,1
2024-02-03,Arnoldberg,21.7,6.9,84.4,Unsafe,Unimproved,1571,11.6,0,9
2023-08-24,Millermouth,35.5,8.1,75.1,Unsafe,Improved,9731,23.8,1,7
2024-06-22,New Elizabeth,28.7,6.3,43.6,Unsafe,Unimproved,6394,1.0,0,5
2023-12-19,South Andrewview,22.9,4.0,42.2,Unsafe,Unimproved,5691,25.1,4,12
2024-08-18,Lake Monica,21.2,3.3,87.0,Safe,Improved,6843,5.2,4,4
2023-10-23,South Deborahbury,25.8,9.0,68.6,Safe,Unimproved,2433,11.4,4,10
2025-04-02,West Christina,28.1,4.3,88.2,Unsafe,Improved,8969,29.4,4,3
2025-05-04,Carolineville,28.6,3.8,72.9,Unsafe,Improved,9070,8.8,0,3
2024-06-13,Taylorfort,23.3,17.4,53.0,Unsafe,Unimproved,6620,25.9,4,9
2024-05-30,North Jameschester,27.9,5.4,48.2,Unsafe,Improved,8047,29.3,2,8
2024-08-19,New Jessicashire,29.4,30.5,57.5,Safe,Improved,4429,22.1,1,0
2024-01-02,Kimborough,25.6,10.2,62.3,Safe,Unimproved,5749,8.1,3,1
2024-07-24,Port Toni,21.3,1.9,89.8,Safe,Unimproved,496,8.0,4,12
2025-05-09,West Patricia,25.4,8.9,43.7,Safe,Unimproved,9225,16.0,0,4
2025-02-26,Lisafort,24.8,3.2,42.7,Safe,Unimproved,923,28.3,0,1
2023-05-16,Howardshire,27.1,20.3,86.3,Unsafe,Unimproved,5889,18.0,0,8
2023-05-14,Michaelland,25.4,2.3,64.3,Unsafe,Unimproved,3847,15.4,4,10
2024-01-01,Michaelberg,28.6,24.5,52.8,Safe,Unimproved,8673,5.9,4,1
2024-05-02,Riveramouth,33.9,0.5,58.7,Unsafe,Unimproved,1239,1.5,0,5
2025-04-20,Josephstad,21.6,13.6,43.0,Safe,Unimproved,3262,23.7,0,1
2023-09-26,Williamberg,22.1,10.9,77.9,Unsafe,Improved,8951,14.2,4,9
2024-11-02,Cooperland,24.9,18.7,46.1,Safe,Unimproved,9390,4.3,3,9
2024-05-23,West Michelle,32.4,1.8,59.1,Unsafe,Unimproved,4765,22.1,3,14
2024-05-31,South Toni,31.6,71.9,43.1,Unsafe,Improved,3451,7.9,1,10
2024-09-30,Lake Frankshire,30.3,49.7,79.1,Safe,Unimproved,5328,19.9,1,7
2024-09-22,Dyerbury,26.0,21.3,67.7,Unsafe,Improved,5598,28.3,0,5
2023-09-21,Jeffreyton,26.7,1.1,49.6,Safe,Improved,8751,14.4,0,0
2025-01-23,South Kylefort,26.2,11.9,85.5,Safe,Improved,7964,27.2,4,2
2025-01-04,Lake Raymondfort,30.1,8.8,89.1,Safe,Improved,3778,4.2,4,6
